device_id,device_type,brand,model,os_version,app_version
D00461,iOS,Apple,iPhone 16,Android 14,5.1.8
D00462,iOS,Apple,iPhone 15,Android 14,5.1.8
D00463,iOS,Apple,iPhone 14,iOS 18,5.2.0
D00464,Android,Xiaomi,V29,iOS 16,5.2.2
D00465,Android,Oppo,Phone 2,Android 12,5.2.2
D00466,Android,Oppo,Reno 11,Android 12,5.1.9
D00467,Android,Nothing,Galaxy A54,iOS 17,5.2.2
D00468,iOS,Apple,iPhone 15,iOS 18,5.1.8
D00469,Android,Oppo,Nord CE 3,Android 13,5.2.1
D00470,iOS,Apple,iPhone 16,iOS 18,5.1.9
D00471,iOS,Apple,iPhone 16,iOS 16,5.1.8
D00472,Android,Nothing,V29,Android 14,5.2.0
D00473,iOS,Apple,iPhone 14,iOS 18,5.2.0
D00474,iOS,Apple,iPhone 13,Android 13,5.1.8
D00475,iOS,Apple,iPhone 15,Android 14,5.2.2
D00476,iOS,Apple,iPhone 15,iOS 17,5.2.2
D00477,iOS,Apple,iPhone 16,Android 14,5.1.8
D00478,iOS,Apple,iPhone 14,Android 12,5.2.1
D00479,Android,OnePlus,11T Pro,Android 13,5.1.9
D00480,iOS,Apple,iPhone 15,iOS 16,5.2.1
D00481,Android,Samsung,Edge 50,Android 12,5.2.0
D00482,Android,Motorola,11T Pro,Android 14,5.2.2
D00483,iOS,Apple,iPhone 15,Android 12,5.2.1
D00484,Android,Nothing,Realme GT,Android 13,5.2.0
D00485,Android,OnePlus,Reno 11,Android 12,5.1.9
D00486,Android,Xiaomi,Edge 50,Android 14,5.2.1
D00487,iOS,Apple,iPhone 13,Android 14,5.1.8
D00488,Android,Xiaomi,Nord CE 3,iOS 18,5.1.9
D00489,iOS,Apple,iPhone 16,Android 14,5.1.8
D00490,Android,Samsung,Edge 50,Android 14,5.2.0
D00491,Android,Xiaomi,Nord CE 3,iOS 17,5.2.1
D00492,Android,OnePlus,Nord CE 3,Android 14,5.2.0
D00493,Android,OnePlus,Galaxy A54,Android 14,5.2.0
D00494,Android,OnePlus,Nord CE 3,Android 13,5.1.8
D00495,Android,Oppo,Galaxy A54,Android 13,5.1.8
D00496,iOS,Apple,iPhone 16,Android 12,5.1.9
D00497,iOS,Apple,iPhone 13,Android 13,5.2.0
D00498,iOS,Apple,iPhone 13,iOS 18,5.1.8
D00499,iOS,Apple,iPhone 16,Android 14,5.2.1
D00500,Android,Oppo,Reno 11,Android 14,5.2.0
D00501,Android,Nothing,Edge 50,Android 13,5.2.0
D00502,Android,Samsung,Phone 2,iOS 16,5.1.9
D00503,iOS,Apple,iPhone 14,iOS 18,5.1.9
D00504,iOS,Apple,iPhone 13,iOS 16,5.2.1
D00505,Android,Vivo,Edge 50,iOS 16,5.1.8
D00506,Android,Oppo,11T Pro,iOS 16,5.2.0
D00507,Android,Motorola,Nord CE 3,iOS 16,5.1.8
D00508,Android,Nothing,Realme GT,iOS 18,5.1.8
D00509,iOS,Apple,iPhone 14,Android 13,5.2.2
D00510,iOS,Apple,iPhone 14,iOS 17,5.1.8
D00511,Android,Oppo,Galaxy A54,iOS 17,5.2.0
D00512,Android,OnePlus,Galaxy S23,iOS 17,5.2.2
D00513,iOS,Apple,iPhone 14,Android 13,5.2.1
D00514,iOS,Apple,iPhone 16,iOS 18,5.2.0
D00515,iOS,Apple,iPhone 13,Android 14,5.1.9
D00516,iOS,Apple,iPhone 13,Android 14,5.2.1
D00517,Android,Vivo,11T Pro,iOS 16,5.2.1
D00518,Android,Nothing,Galaxy A54,Android 13,5.2.1
D00519,iOS,Apple,iPhone 14,iOS 17,5.1.8
D00520,Android,OnePlus,Galaxy A54,Android 12,5.1.9
D00521,Android,Oppo,Realme GT,iOS 16,5.2.2
D00522,iOS,Apple,iPhone 15,Android 14,5.2.2
D00523,iOS,Apple,iPhone 15,iOS 17,5.2.0
D00524,Android,Realme,Galaxy A54,Android 12,5.1.8
D00525,Android,OnePlus,Reno 11,Android 14,5.2.1
D00526,Android,Vivo,Phone 2,iOS 17,5.2.1
D00527,Android,Nothing,Galaxy A54,iOS 16,5.2.0
D00528,iOS,Apple,iPhone 14,iOS 17,5.2.0
D00529,iOS,Apple,iPhone 14,Android 14,5.1.8
D00530,iOS,Apple,iPhone 15,Android 14,5.2.2
D00531,Android,Xiaomi,11T Pro,iOS 16,5.1.9
D00532,iOS,Apple,iPhone 14,iOS 17,5.2.1
D00533,iOS,Apple,iPhone 13,iOS 18,5.2.1
D00534,iOS,Apple,iPhone 14,Android 14,5.1.8
D00535,iOS,Apple,iPhone 15,Android 12,5.2.2
D00536,iOS,Apple,iPhone 15,Android 12,5.2.2
D00537,Android,OnePlus,Reno 11,Android 13,5.2.2
D00538,iOS,Apple,iPhone 13,iOS 17,5.2.0
D00539,iOS,Apple,iPhone 16,iOS 18,5.2.0
D00540,Android,Oppo,Galaxy A54,Android 12,5.1.8
D00541,Android,Samsung,Galaxy A54,iOS 17,5.2.0
D00542,iOS,Apple,iPhone 14,Android 12,5.1.9
D00543,iOS,Apple,iPhone 15,iOS 18,5.1.9
D00544,iOS,Apple,iPhone 14,iOS 18,5.2.2
D00545,iOS,Apple,iPhone 13,Android 14,5.2.2
D00546,Android,OnePlus,Phone 2,iOS 17,5.2.1
D00547,iOS,Apple,iPhone 15,Android 12,5.2.0
D00548,iOS,Apple,iPhone 14,Android 12,5.2.2
D00549,iOS,Apple,iPhone 15,Android 13,5.2.0
D00550,iOS,Apple,iPhone 13,iOS 18,5.2.2
D00551,Android,Motorola,Galaxy A54,iOS 18,5.2.0
D00552,iOS,Apple,iPhone 16,Android 12,5.1.9
D00553,Android,Realme,Phone 2,Android 14,5.1.8
D00554,iOS,Apple,iPhone 14,iOS 17,5.2.2
D00555,iOS,Apple,iPhone 13,iOS 16,5.2.1
D00556,Android,Motorola,Realme GT,iOS 17,5.2.2
D00557,iOS,Apple,iPhone 14,Android 14,5.2.1
D00558,Android,Vivo,Reno 11,Android 12,5.1.9
D00559,iOS,Apple,iPhone 15,Android 13,5.1.9
D00560,iOS,Apple,iPhone 16,Android 12,5.1.8
D00561,Android,Samsung,Galaxy S23,iOS 16,5.2.2
D00562,iOS,Apple,iPhone 14,Android 14,5.2.0
D00563,iOS,Apple,iPhone 14,iOS 17,5.1.8
D00564,iOS,Apple,iPhone 16,iOS 17,5.2.1
D00565,Android,Nothing,V29,iOS 18,5.2.0
D00566,Android,Nothing,Edge 50,Android 13,5.1.9
D00567,iOS,Apple,iPhone 13,iOS 16,5.1.8
D00568,iOS,Apple,iPhone 14,iOS 18,5.1.8
D00569,Android,Oppo,Realme GT,Android 14,5.1.9
D00570,iOS,Apple,iPhone 16,Android 14,5.2.0
D00571,iOS,Apple,iPhone 15,Android 14,5.2.0
D00572,Android,Realme,11T Pro,Android 14,5.2.0
D00573,iOS,Apple,iPhone 15,iOS 18,5.1.9
D00574,Android,Vivo,Galaxy A54,Android 12,5.2.1
D00575,iOS,Apple,iPhone 13,iOS 16,5.2.0
D00576,Android,Oppo,Phone 2,Android 14,5.1.8
D00577,Android,Vivo,Realme GT,Android 12,5.2.1
D00578,iOS,Apple,iPhone 13,Android 14,5.1.8
D00579,Android,Motorola,Reno 11,Android 14,5.2.0
D00580,Android,Realme,11T Pro,Android 14,5.1.8
D00581,iOS,Apple,iPhone 14,Android 13,5.2.2
D00582,iOS,Apple,iPhone 13,Android 14,5.1.9
D00583,iOS,Apple,iPhone 13,Android 13,5.2.1
D00584,iOS,Apple,iPhone 14,iOS 17,5.2.1
D00585,Android,Motorola,Edge 50,iOS 17,5.2.1
D00586,Android,Vivo,V29,iOS 18,5.1.9
D00587,iOS,Apple,iPhone 16,Android 14,5.1.9
D00588,Android,Realme,Galaxy A54,Android 13,5.2.0
D00589,iOS,Apple,iPhone 14,Android 12,5.1.9
D00590,Android,Motorola,Realme GT,Android 13,5.2.1
D00591,iOS,Apple,iPhone 13,iOS 17,5.2.1
D00592,Android,Motorola,Phone 2,iOS 16,5.2.0
D00593,iOS,Apple,iPhone 14,iOS 17,5.2.0
D00594,iOS,Apple,iPhone 13,iOS 16,5.2.0
D00595,iOS,Apple,iPhone 14,Android 12,5.1.8
D00596,Android,Motorola,Nord CE 3,Android 14,5.1.8
D00597,iOS,Apple,iPhone 15,Android 14,5.1.8
D00598,Android,Vivo,Realme GT,Android 12,5.2.1
D00599,Android,Realme,Reno 11,iOS 16,5.1.8
D00600,Android,Motorola,Phone 2,iOS 17,5.1.9
D00601,Android,Nothing,Phone 2,iOS 17,5.1.9
D00602,Android,Realme,V29,Android 14,5.1.8
D00603,iOS,Apple,iPhone 16,Android 14,5.2.0
D00604,Android,OnePlus,Galaxy A54,Android 12,5.2.0
D00605,Android,Samsung,11T Pro,iOS 18,5.1.9
D00606,Android,Realme,Galaxy S23,Android 13,5.2.1
D00607,Android,Realme,Reno 11,Android 14,5.1.8
D00608,iOS,Apple,iPhone 13,iOS 17,5.1.9
D00609,iOS,Apple,iPhone 13,iOS 17,5.2.2
D00610,Android,Realme,Galaxy A54,Android 13,5.2.0
D00611,Android,OnePlus,Reno 11,Android 14,5.2.0
D00612,iOS,Apple,iPhone 13,iOS 18,5.1.8
D00613,iOS,Apple,iPhone 14,Android 13,5.2.2
D00614,Android,Oppo,Phone 2,Android 14,5.1.8
D00615,iOS,Apple,iPhone 16,iOS 16,5.1.9
D00616,iOS,Apple,iPhone 13,iOS 16,5.1.9
D00617,iOS,Apple,iPhone 13,Android 14,5.1.9
D00618,iOS,Apple,iPhone 16,iOS 18,5.1.8
D00619,Android,Realme,Realme GT,iOS 17,5.1.8
D00620,Android,Realme,Galaxy A54,Android 14,5.2.0
D00621,Android,Samsung,Phone 2,Android 13,5.1.9
D00622,iOS,Apple,iPhone 16,Android 13,5.2.1
D00623,Android,Xiaomi,Edge 50,iOS 16,5.2.1
D00624,Android,Realme,11T Pro,iOS 16,5.1.8
D00625,iOS,Apple,iPhone 15,iOS 18,5.2.0
D00626,iOS,Apple,iPhone 14,Android 14,5.1.8
D00627,iOS,Apple,iPhone 15,Android 12,5.2.0
D00628,iOS,Apple,iPhone 14,iOS 18,5.2.0
D00629,iOS,Apple,iPhone 15,iOS 16,5.2.2
D00630,iOS,Apple,iPhone 13,Android 13,5.1.9
D00631,iOS,Apple,iPhone 15,Android 12,5.2.0
D00632,iOS,Apple,iPhone 14,Android 12,5.1.8
D00633,iOS,Apple,iPhone 13,iOS 17,5.1.8
D00634,Android,OnePlus,V29,Android 13,5.1.8
D00635,Android,Realme,Realme GT,Android 14,5.2.0
D00636,iOS,Apple,iPhone 15,iOS 17,5.2.0
D00637,iOS,Apple,iPhone 13,iOS 16,5.2.2
D00638,Android,Oppo,V29,Android 12,5.2.2
D00639,Android,Nothing,Galaxy S23,Android 12,5.1.9
D00640,Android,Samsung,Realme GT,Android 14,5.1.8
D00641,iOS,Apple,iPhone 15,iOS 18,5.1.9
D00642,iOS,Apple,iPhone 16,iOS 16,5.1.9
D00643,Android,OnePlus,Phone 2,iOS 17,5.1.8
D00644,iOS,Apple,iPhone 15,Android 14,5.2.1
D00645,iOS,Apple,iPhone 14,Android 12,5.1.9
D00646,iOS,Apple,iPhone 16,iOS 17,5.2.0
D00647,Android,OnePlus,Galaxy S23,iOS 18,5.2.2
D00648,iOS,Apple,iPhone 13,iOS 16,5.2.2
D00649,iOS,Apple,iPhone 16,Android 12,5.1.8
D00650,iOS,Apple,iPhone 16,iOS 16,5.1.8
D00651,Android,Realme,Galaxy A54,Android 13,5.1.8
D00652,Android,Samsung,Reno 11,iOS 18,5.2.1
D00653,Android,Realme,Reno 11,iOS 16,5.1.8
D00654,iOS,Apple,iPhone 16,Android 13,5.2.2
D00655,Android,Nothing,Edge 50,iOS 16,5.2.2
D00656,iOS,Apple,iPhone 16,iOS 17,5.1.9
D00657,iOS,Apple,iPhone 13,iOS 16,5.2.1
D00658,Android,OnePlus,V29,iOS 17,5.1.9
D00659,iOS,Apple,iPhone 14,iOS 17,5.1.8
D00660,iOS,Apple,iPhone 13,iOS 16,5.1.8
D00661,Android,Vivo,Nord CE 3,iOS 16,5.1.8
D00662,Android,Oppo,Edge 50,Android 12,5.2.2
D00663,iOS,Apple,iPhone 14,iOS 18,5.2.0
D00664,iOS,Apple,iPhone 13,iOS 18,5.1.9
D00665,Android,Nothing,Phone 2,iOS 16,5.2.0
D00666,iOS,Apple,iPhone 16,iOS 17,5.1.8
D00667,Android,Realme,Galaxy S23,iOS 18,5.2.0
D00668,iOS,Apple,iPhone 16,iOS 18,5.1.9
D00669,iOS,Apple,iPhone 15,iOS 16,5.1.9
D00670,iOS,Apple,iPhone 14,Android 12,5.1.9
D00671,iOS,Apple,iPhone 13,iOS 18,5.2.2
D00672,Android,Motorola,V29,iOS 17,5.2.1
D00673,Android,OnePlus,Realme GT,Android 13,5.2.1
D00674,Android,Nothing,Reno 11,Android 12,5.2.1
D00675,iOS,Apple,iPhone 14,Android 14,5.1.9
D00676,Android,Nothing,Nord CE 3,Android 12,5.2.2
D00677,iOS,Apple,iPhone 14,Android 14,5.2.1
D00678,Android,Vivo,11T Pro,iOS 16,5.2.2
D00679,Android,Samsung,11T Pro,Android 14,5.1.8
D00680,iOS,Apple,iPhone 13,iOS 18,5.2.2
D00681,Android,OnePlus,Galaxy A54,Android 12,5.2.2
D00682,Android,Motorola,Edge 50,Android 13,5.2.0
D00683,iOS,Apple,iPhone 14,Android 14,5.1.8
D00684,iOS,Apple,iPhone 14,iOS 16,5.2.1
D00685,iOS,Apple,iPhone 15,Android 13,5.1.8
D00686,iOS,Apple,iPhone 13,iOS 17,5.2.1
D00687,iOS,Apple,iPhone 16,Android 12,5.1.9
D00688,iOS,Apple,iPhone 15,Android 13,5.2.1
D00689,iOS,Apple,iPhone 13,Android 12,5.2.1
D00690,iOS,Apple,iPhone 15,Android 12,5.1.9
D00691,Android,Realme,11T Pro,Android 14,5.1.8
D00692,Android,Xiaomi,Realme GT,Android 12,5.1.9
D00693,Android,Motorola,Nord CE 3,iOS 18,5.1.9
D00694,Android,Xiaomi,Realme GT,iOS 17,5.2.1
D00695,iOS,Apple,iPhone 15,iOS 18,5.2.2
D00696,Android,Xiaomi,Galaxy A54,iOS 17,5.2.0
D00697,iOS,Apple,iPhone 16,Android 12,5.2.0
D00698,Android,Realme,Galaxy A54,iOS 18,5.2.1
D00699,iOS,Apple,iPhone 13,iOS 18,5.2.1
D00700,iOS,Apple,iPhone 13,Android 12,5.1.9
D00701,Android,Motorola,Nord CE 3,iOS 16,5.2.2
D00702,Android,OnePlus,V29,Android 14,5.1.8
D00703,iOS,Apple,iPhone 14,iOS 16,5.2.1
D00704,iOS,Apple,iPhone 13,iOS 17,5.2.0
D00705,iOS,Apple,iPhone 15,Android 14,5.2.1
D00706,iOS,Apple,iPhone 15,iOS 17,5.2.2
D00707,iOS,Apple,iPhone 14,Android 13,5.1.9
D00708,Android,Vivo,Phone 2,iOS 18,5.1.8
D00709,iOS,Apple,iPhone 13,iOS 17,5.2.1
D00710,Android,OnePlus,11T Pro,iOS 16,5.1.8
D00711,iOS,Apple,iPhone 13,iOS 17,5.1.9
D00712,Android,Nothing,Edge 50,Android 13,5.2.1
D00713,Android,Samsung,Nord CE 3,Android 12,5.2.0
D00714,iOS,Apple,iPhone 13,iOS 17,5.1.8
D00715,Android,Realme,V29,Android 13,5.1.8
D00716,iOS,Apple,iPhone 13,Android 14,5.2.1
D00717,Android,OnePlus,Realme GT,Android 14,5.2.0
D00718,Android,Nothing,Realme GT,iOS 17,5.1.9
D00719,iOS,Apple,iPhone 13,iOS 18,5.2.1
D00720,Android,OnePlus,Galaxy S23,iOS 18,5.2.0
D00721,iOS,Apple,iPhone 15,iOS 16,5.2.2
D00722,Android,Motorola,Galaxy A54,Android 13,5.1.9
D00723,iOS,Apple,iPhone 13,Android 13,5.2.0
D00724,iOS,Apple,iPhone 13,iOS 16,5.2.0
D00725,iOS,Apple,iPhone 14,iOS 18,5.2.0
D00726,Android,Samsung,Realme GT,Android 12,5.1.9
D00727,Android,OnePlus,Reno 11,Android 14,5.1.8
D00728,iOS,Apple,iPhone 16,Android 13,5.1.9
D00729,Android,OnePlus,V29,Android 13,5.2.1
D00730,iOS,Apple,iPhone 16,iOS 18,5.2.1
D00731,iOS,Apple,iPhone 13,Android 14,5.2.1
D00732,iOS,Apple,iPhone 13,iOS 16,5.2.2
D00733,iOS,Apple,iPhone 16,iOS 17,5.1.8
D00734,Android,Xiaomi,Realme GT,iOS 18,5.2.0
D00735,iOS,Apple,iPhone 16,Android 14,5.2.2
D00736,iOS,Apple,iPhone 14,iOS 18,5.2.0
D00737,Android,Nothing,Edge 50,iOS 16,5.2.2
D00738,iOS,Apple,iPhone 16,iOS 17,5.2.1
D00739,Android,Realme,Phone 2,Android 13,5.2.1
D00740,Android,Xiaomi,Realme GT,Android 13,5.2.0
D00741,Android,Motorola,Galaxy S23,iOS 17,5.2.1
D00742,Android,Oppo,Galaxy S23,iOS 17,5.2.1
D00743,iOS,Apple,iPhone 13,iOS 17,5.2.0
D00744,iOS,Apple,iPhone 16,Android 12,5.2.0
D00745,iOS,Apple,iPhone 14,Android 12,5.2.2
D00746,iOS,Apple,iPhone 13,Android 12,5.2.2
D00747,iOS,Apple,iPhone 14,Android 14,5.1.8
D00748,Android,Realme,Edge 50,iOS 17,5.2.2
D00749,iOS,Apple,iPhone 15,iOS 17,5.1.8
D00750,Android,Xiaomi,Galaxy A54,iOS 18,5.2.0
D00751,Android,Nothing,Nord CE 3,Android 12,5.1.9
D00752,iOS,Apple,iPhone 15,iOS 17,5.1.8
D00753,Android,Realme,11T Pro,Android 12,5.2.2
D00754,iOS,Apple,iPhone 15,Android 12,5.2.0
D00755,Android,Vivo,11T Pro,iOS 16,5.2.1
D00756,iOS,Apple,iPhone 14,iOS 18,5.2.2
D00757,Android,Motorola,Galaxy A54,iOS 17,5.2.0
D00758,Android,Samsung,Edge 50,Android 12,5.2.1
D00759,Android,Realme,11T Pro,iOS 17,5.2.2
D00760,iOS,Apple,iPhone 16,iOS 17,5.1.8
D00761,iOS,Apple,iPhone 14,Android 14,5.2.2
D00762,Android,Vivo,Reno 11,Android 13,5.1.9
D00763,Android,Oppo,Reno 11,iOS 17,5.2.0
D00764,iOS,Apple,iPhone 15,iOS 18,5.2.1
D00765,Android,Oppo,Galaxy A54,Android 12,5.1.8
D00766,Android,Samsung,Edge 50,iOS 18,5.1.9
D00767,Android,Xiaomi,Edge 50,Android 14,5.1.8
D00768,Android,Samsung,Realme GT,iOS 18,5.2.2
D00769,Android,Vivo,Edge 50,iOS 18,5.2.1
D00770,Android,Nothing,Realme GT,Android 13,5.1.9
D00771,Android,Xiaomi,Galaxy S23,iOS 17,5.2.1
D00772,iOS,Apple,iPhone 13,Android 14,5.1.8
D00773,Android,Samsung,V29,Android 12,5.1.9
D00774,iOS,Apple,iPhone 13,iOS 18,5.1.8
D00775,Android,Nothing,Galaxy A54,iOS 18,5.1.8
D00776,Android,OnePlus,11T Pro,Android 13,5.2.0
D00777,iOS,Apple,iPhone 15,iOS 17,5.2.1
D00778,Android,Vivo,V29,iOS 17,5.1.8
D00779,iOS,Apple,iPhone 16,Android 13,5.1.8
D00780,iOS,Apple,iPhone 15,Android 12,5.2.0
D00781,Android,Nothing,Phone 2,iOS 16,5.1.8
D00782,Android,Realme,Galaxy A54,Android 13,5.2.1
D00783,Android,Oppo,Phone 2,Android 13,5.2.0
D00784,iOS,Apple,iPhone 13,Android 12,5.2.0
D00785,Android,Xiaomi,Realme GT,Android 12,5.1.9
D00786,Android,Vivo,Realme GT,iOS 16,5.1.8
D00787,iOS,Apple,iPhone 15,iOS 18,5.2.0
D00788,iOS,Apple,iPhone 15,iOS 18,5.2.1
D00789,iOS,Apple,iPhone 13,iOS 17,5.1.8
D00790,Android,OnePlus,11T Pro,Android 14,5.1.8
D00791,Android,Nothing,Galaxy S23,Android 12,5.1.9
D00792,iOS,Apple,iPhone 13,Android 13,5.1.9
D00793,iOS,Apple,iPhone 15,Android 14,5.1.8
D00794,Android,Vivo,Edge 50,Android 12,5.1.8
D00795,iOS,Apple,iPhone 15,Android 14,5.2.0
D00796,Android,OnePlus,V29,Android 13,5.2.2
D00797,Android,Samsung,Reno 11,Android 14,5.2.0
D00798,iOS,Apple,iPhone 14,iOS 17,5.2.1
D00799,Android,Motorola,Galaxy S23,iOS 16,5.1.8
D00800,iOS,Apple,iPhone 15,iOS 18,5.2.1
D00801,Android,Nothing,Phone 2,iOS 16,5.2.1
D00802,Android,Motorola,Galaxy S23,iOS 17,5.1.9
D00803,Android,Vivo,V29,Android 12,5.1.9
D00804,Android,Samsung,Nord CE 3,iOS 18,5.2.2
D00805,iOS,Apple,iPhone 13,iOS 16,5.1.9
D00806,Android,Oppo,11T Pro,iOS 16,5.1.9
D00807,Android,Vivo,Phone 2,Android 14,5.2.1
D00808,Android,Motorola,Realme GT,Android 13,5.2.2
D00809,Android,OnePlus,Nord CE 3,iOS 16,5.2.2
D00810,Android,Realme,Edge 50,Android 13,5.1.8
D00811,iOS,Apple,iPhone 16,iOS 16,5.1.8
D00812,Android,Motorola,Edge 50,Android 13,5.1.8
D00813,iOS,Apple,iPhone 13,iOS 16,5.1.9
D00814,Android,Vivo,Nord CE 3,iOS 18,5.1.8
D00815,Android,Vivo,Galaxy S23,Android 12,5.2.1
D00816,Android,Xiaomi,Nord CE 3,Android 14,5.2.2
D00817,Android,Realme,11T Pro,iOS 16,5.2.1
D00818,iOS,Apple,iPhone 15,iOS 16,5.1.8
D00819,iOS,Apple,iPhone 14,iOS 17,5.2.2
D00820,Android,Xiaomi,Realme GT,iOS 17,5.2.2
D00821,Android,Nothing,Galaxy A54,iOS 17,5.2.0
D00822,iOS,Apple,iPhone 14,Android 12,5.2.1
D00823,Android,Samsung,Edge 50,Android 12,5.2.2
D00824,iOS,Apple,iPhone 13,Android 14,5.1.9
D00825,iOS,Apple,iPhone 14,iOS 16,5.1.8
D00826,iOS,Apple,iPhone 16,iOS 17,5.2.0
D00827,iOS,Apple,iPhone 16,Android 12,5.2.2
D00828,iOS,Apple,iPhone 13,Android 12,5.2.0
D00829,Android,Xiaomi,Realme GT,iOS 17,5.1.8
D00830,iOS,Apple,iPhone 16,iOS 18,5.2.1
D00831,iOS,Apple,iPhone 15,iOS 16,5.1.8
D00832,Android,Vivo,Phone 2,iOS 16,5.2.2
D00833,iOS,Apple,iPhone 16,Android 14,5.2.0
D00834,Android,Oppo,Realme GT,Android 12,5.1.9
D00835,Android,Samsung,V29,Android 12,5.1.8
D00836,iOS,Apple,iPhone 15,iOS 16,5.2.0
D00837,Android,Nothing,Reno 11,Android 13,5.2.0
D00838,Android,Nothing,Edge 50,Android 12,5.1.8
D00839,iOS,Apple,iPhone 14,Android 13,5.2.0
D00840,iOS,Apple,iPhone 14,iOS 17,5.2.2
D00841,Android,Nothing,Realme GT,iOS 18,5.1.8
D00842,iOS,Apple,iPhone 13,iOS 18,5.2.1
D00843,iOS,Apple,iPhone 14,Android 13,5.1.8
D00844,Android,Realme,Galaxy A54,Android 12,5.2.1
D00845,Android,OnePlus,Edge 50,iOS 17,5.2.0
D00846,iOS,Apple,iPhone 13,iOS 17,5.2.1
D00847,iOS,Apple,iPhone 13,Android 12,5.1.9
D00848,iOS,Apple,iPhone 13,Android 12,5.2.2
D00849,Android,Nothing,Edge 50,Android 12,5.2.0
D00850,iOS,Apple,iPhone 16,Android 14,5.1.9
D00851,Android,Oppo,Realme GT,iOS 18,5.2.1
D00852,Android,Oppo,Galaxy S23,Android 12,5.2.2
D00853,Android,Motorola,Realme GT,Android 14,5.2.0
D00854,Android,Oppo,Realme GT,iOS 17,5.2.1
D00855,iOS,Apple,iPhone 16,Android 13,5.2.1
D00856,iOS,Apple,iPhone 16,iOS 17,5.1.9
D00857,iOS,Apple,iPhone 13,Android 12,5.1.8
D00858,iOS,Apple,iPhone 13,iOS 17,5.2.0
D00859,Android,Xiaomi,Reno 11,Android 13,5.2.1
D00860,iOS,Apple,iPhone 15,iOS 16,5.2.0
D00861,Android,Nothing,Reno 11,Android 13,5.1.8
D00862,Android,Realme,Reno 11,iOS 18,5.1.8
D00863,iOS,Apple,iPhone 15,Android 13,5.2.0
D00864,Android,Motorola,Reno 11,Android 13,5.2.0
D00865,Android,OnePlus,V29,Android 12,5.2.1
D00866,Android,Realme,Edge 50,iOS 16,5.2.0
D00867,iOS,Apple,iPhone 14,Android 12,5.2.0
D00868,iOS,Apple,iPhone 15,iOS 17,5.2.2
D00869,Android,Nothing,Galaxy S23,Android 13,5.2.2
D00870,Android,Realme,Edge 50,iOS 16,5.2.1
D00871,iOS,Apple,iPhone 13,iOS 16,5.2.1
D00872,iOS,Apple,iPhone 14,Android 13,5.1.8
D00873,Android,Realme,Phone 2,Android 13,5.2.1
D00874,iOS,Apple,iPhone 14,Android 14,5.2.1
D00875,Android,Vivo,11T Pro,Android 13,5.1.9
D00876,iOS,Apple,iPhone 15,Android 13,5.2.2
D00877,iOS,Apple,iPhone 14,iOS 18,5.1.8
D00878,Android,Motorola,Galaxy S23,iOS 16,5.2.2
D00879,iOS,Apple,iPhone 14,Android 12,5.2.0
D00880,iOS,Apple,iPhone 14,Android 14,5.1.8
D00881,iOS,Apple,iPhone 16,iOS 17,5.2.1
D00882,Android,Xiaomi,V29,iOS 17,5.2.1
D00883,iOS,Apple,iPhone 13,Android 12,5.2.2
D00884,Android,Oppo,Reno 11,Android 14,5.1.9
D00885,Android,Nothing,Realme GT,Android 14,5.2.1
D00886,Android,Nothing,Nord CE 3,Android 14,5.1.8
D00887,Android,Samsung,Galaxy S23,Android 14,5.2.2
D00888,Android,Vivo,Galaxy A54,Android 12,5.2.2
D00889,Android,Motorola,Phone 2,iOS 18,5.2.1
D00890,iOS,Apple,iPhone 15,Android 12,5.2.1
D00891,Android,Vivo,Galaxy S23,Android 14,5.2.1
D00892,Android,OnePlus,11T Pro,Android 14,5.2.1
D00893,iOS,Apple,iPhone 16,iOS 16,5.1.9
D00894,iOS,Apple,iPhone 14,Android 14,5.1.9
D00895,iOS,Apple,iPhone 15,iOS 16,5.2.2
D00896,Android,Vivo,Edge 50,Android 14,5.1.8
D00897,Android,Nothing,Nord CE 3,Android 14,5.1.9
D00898,iOS,Apple,iPhone 14,Android 14,5.2.0
D00899,Android,Motorola,Reno 11,iOS 17,5.1.9
D00900,Android,Realme,V29,iOS 17,5.2.0
D00901,Android,Samsung,Galaxy A54,Android 14,5.2.2
D00902,iOS,Apple,iPhone 15,iOS 18,5.2.2
D00903,Android,Realme,Realme GT,iOS 18,5.1.9
D00904,iOS,Apple,iPhone 14,iOS 18,5.2.1
D00905,iOS,Apple,iPhone 16,iOS 18,5.2.1
D00906,Android,OnePlus,Galaxy A54,iOS 17,5.2.0
D00907,iOS,Apple,iPhone 15,Android 14,5.2.1
D00908,Android,Motorola,Edge 50,Android 13,5.2.0
D00909,Android,Samsung,Phone 2,iOS 16,5.2.0
D00910,iOS,Apple,iPhone 13,iOS 16,5.2.2
D00911,iOS,Apple,iPhone 16,iOS 16,5.1.9
D00912,Android,Motorola,Realme GT,iOS 16,5.2.2
D00913,iOS,Apple,iPhone 15,Android 14,5.2.2
D00914,Android,OnePlus,11T Pro,Android 12,5.2.0
D00915,Android,Xiaomi,Realme GT,Android 14,5.2.1
D00916,Android,Nothing,Reno 11,iOS 18,5.2.1
D00917,Android,Samsung,Realme GT,iOS 17,5.2.2
D00918,Android,Motorola,Galaxy A54,iOS 18,5.2.2
D00919,Android,Motorola,Galaxy S23,Android 13,5.2.0
D00920,iOS,Apple,iPhone 13,iOS 16,5.2.0
D00921,iOS,Apple,iPhone 16,iOS 18,5.1.9
