session_id,user_id,device_id,session_date,hour,session_duration_minutes,screens_viewed,transactions_attempted
S0000497,U008475,D02060,2025-01-24,2,1,4,1
S0000498,U001657,D03625,2025-01-07,23,6,10,4
S0000499,U003597,D04288,2025-12-18,4,21,6,4
S0000500,U001792,D01594,2025-05-24,17,27,4,4
S0000501,U000284,D04305,2025-12-26,12,40,4,3
S0000502,U003950,D03433,2025-09-12,3,32,12,2
S0000503,U006114,D00813,2025-05-17,23,16,12,5
S0000504,U005272,D04304,2025-04-17,20,18,15,0
S0000505,U002052,D02782,2025-03-19,17,6,4,2
S0000506,U004810,D00621,2025-02-11,17,4,4,4
S0000507,U008679,D03239,2025-12-24,19,18,6,5
S0000508,U002089,D01183,2025-02-13,23,19,17,5
S0000509,U008042,D03176,2025-01-17,10,6,18,3
S0000510,U006139,D04653,2025-08-08,5,19,14,4
S0000511,U006835,D03288,2025-06-02,18,25,17,0
S0000512,U003808,D04961,2025-05-22,17,22,16,1
S0000513,U003371,D01738,2025-11-24,12,8,6,1
S0000514,U005994,D03182,2025-11-05,3,2,14,0
S0000515,U005197,D01264,2025-04-24,4,25,20,5
S0000516,U001514,D01350,2025-12-11,2,40,8,2
S0000517,U008702,D03425,2025-06-10,17,10,3,4
S0000518,U008679,D04315,2025-03-15,15,7,6,5
S0000519,U007889,D00359,2025-06-13,0,27,2,0
S0000520,U000719,D04344,2025-11-23,6,37,10,4
S0000521,U006963,D00947,2025-01-17,3,6,15,3
S0000522,U001655,D01108,2025-07-13,0,30,6,5
S0000523,U001906,D01665,2025-06-24,13,12,20,4
S0000524,U003132,D01042,2025-03-21,17,34,6,2
S0000525,U008400,D00066,2025-01-03,22,8,1,2
S0000526,U004141,D04356,2025-08-30,18,36,18,2
S0000527,U009413,D00863,2025-09-05,23,37,19,5
S0000528,U007926,D02922,2025-05-11,21,35,7,5
S0000529,U004052,D04153,2025-05-09,1,30,14,4
S0000530,U007643,D02519,2025-11-22,16,44,9,3
S0000531,U004700,D02443,2025-09-24,7,26,19,4
S0000532,U005785,D03861,2025-02-11,1,2,9,2
S0000533,U009009,D02625,2025-07-08,11,40,1,4
S0000534,U008647,D02677,2025-09-04,14,14,5,3
S0000535,U009840,D02575,2025-04-30,0,40,18,4
S0000536,U005408,D03229,2025-06-29,11,13,19,2
S0000537,U002859,D00955,2025-03-01,21,36,4,0
S0000538,U007914,D03183,2025-02-06,5,28,2,4
S0000539,U009216,D04526,2025-08-11,14,18,19,2
S0000540,U009002,D03168,2025-04-28,15,30,15,1
S0000541,U007943,D01366,2025-07-03,17,8,14,2
S0000542,U008216,D00300,2025-08-17,21,36,1,1
S0000543,U001823,D04491,2025-09-28,1,43,3,4
S0000544,U005851,D00610,2025-04-16,5,5,3,3
S0000545,U006595,D02595,2025-06-05,12,14,8,2
S0000546,U008375,D03640,2025-08-01,22,26,10,1
S0000547,U003480,D00996,2025-08-10,10,35,4,5
S0000548,U000933,D02405,2025-10-29,22,15,3,1
S0000549,U002894,D03501,2025-07-10,15,22,7,1
S0000550,U001303,D01797,2025-12-28,16,4,10,5
S0000551,U008407,D02161,2025-08-08,15,10,16,2
S0000552,U003022,D00017,2025-10-14,15,36,15,4
S0000553,U005465,D04459,2025-11-23,3,11,19,4
S0000554,U005538,D00778,2025-03-31,22,3,16,2
S0000555,U007958,D04144,2025-10-03,6,10,15,2
S0000556,U002484,D00346,2025-09-26,2,1,5,4
S0000557,U005370,D01351,2025-04-10,2,14,2,0
S0000558,U008481,D01994,2025-05-06,19,23,9,4
S0000559,U006116,D02571,2025-01-21,10,6,17,5
S0000560,U007755,D00508,2025-02-27,23,41,16,5
S0000561,U006278,D04038,2025-06-04,8,42,13,2
S0000562,U002062,D04100,2025-07-24,17,22,15,4
S0000563,U003013,D02261,2025-05-03,3,8,10,4
S0000564,U000694,D03513,2025-02-04,21,6,2,2
S0000565,U006489,D04275,2025-03-16,7,18,14,2
S0000566,U004160,D04949,2025-10-20,17,30,10,2
S0000567,U004624,D01597,2025-03-16,3,35,1,2
S0000568,U001374,D04776,2025-12-22,17,11,9,5
S0000569,U006349,D02552,2025-12-01,13,1,13,0
S0000570,U005460,D02676,2025-12-11,12,40,1,4
S0000571,U000181,D03061,2025-05-04,15,7,19,0
S0000572,U008324,D01483,2025-07-14,7,13,4,3
S0000573,U009525,D01356,2025-08-07,6,44,16,5
S0000574,U002236,D03528,2025-02-13,7,14,20,3
S0000575,U004535,D04750,2025-04-04,3,41,15,5
S0000576,U007403,D01224,2025-05-03,13,16,16,4
S0000577,U009269,D02089,2025-07-27,19,40,6,4
S0000578,U009991,D02617,2025-03-09,23,25,1,1
S0000579,U000912,D03833,2025-04-24,10,14,16,1
S0000580,U007298,D04450,2025-03-05,4,39,20,4
S0000581,U009657,D02811,2025-01-08,12,17,13,2
S0000582,U005417,D00553,2025-01-09,13,17,3,3
S0000583,U007280,D00807,2025-05-08,6,3,13,2
S0000584,U003801,D01020,2025-07-15,21,8,11,0
S0000585,U008394,D00332,2025-09-28,1,27,15,1
S0000586,U004345,D03641,2025-07-28,4,20,16,0
S0000587,U007001,D03301,2025-11-30,7,9,16,1
S0000588,U005978,D02352,2025-04-04,0,30,13,5
S0000589,U007484,D03361,2025-02-17,16,1,12,0
S0000590,U009038,D04762,2025-08-20,15,25,13,5
S0000591,U006279,D02893,2025-01-24,12,39,7,1
S0000592,U006432,D02495,2025-10-29,13,19,14,2
S0000593,U001781,D02731,2025-07-27,7,34,2,4
S0000594,U001652,D03148,2025-03-08,23,44,4,0
S0000595,U002780,D00184,2025-07-06,7,3,19,4
S0000596,U002076,D04445,2025-11-10,19,8,20,3
S0000597,U007181,D04418,2025-04-07,0,22,19,4
S0000598,U001193,D03519,2025-03-02,13,24,20,3
S0000599,U002282,D02521,2025-07-14,6,32,7,4
S0000600,U007688,D03479,2025-07-13,10,28,13,4
S0000601,U003184,D01454,2025-10-30,3,43,19,5
S0000602,U002744,D00913,2025-06-06,2,41,2,0
S0000603,U002064,D02441,2025-02-12,8,19,18,4
S0000604,U005758,D01046,2025-12-20,20,45,15,4
S0000605,U001800,D02821,2025-04-16,5,2,11,2
S0000606,U005985,D00594,2025-01-24,1,22,10,0
S0000607,U006221,D01082,2025-05-14,14,44,5,0
S0000608,U000858,D02410,2025-10-09,5,22,6,4
S0000609,U004490,D00113,2025-06-02,2,2,15,5
S0000610,U002878,D00156,2025-08-12,12,22,14,1
S0000611,U001524,D01650,2025-01-19,3,36,12,5
S0000612,U002844,D01264,2025-04-19,4,33,12,2
S0000613,U004556,D01006,2025-07-06,6,14,6,3
S0000614,U005444,D01217,2025-02-02,11,38,3,3
S0000615,U008461,D00300,2025-11-22,14,4,8,3
S0000616,U007657,D01589,2025-05-30,22,45,5,3
S0000617,U001338,D00039,2025-06-14,11,20,20,1
S0000618,U007460,D03101,2025-01-15,12,45,18,4
S0000619,U003268,D03483,2025-01-07,19,3,4,1
S0000620,U008137,D03302,2025-12-11,12,22,11,4
S0000621,U003486,D01202,2025-11-06,15,18,17,5
S0000622,U004353,D04689,2025-04-25,14,40,5,4
S0000623,U006747,D01682,2025-02-10,13,7,14,0
S0000624,U005570,D00458,2025-10-06,19,3,12,3
S0000625,U000725,D00006,2025-06-05,19,23,13,5
S0000626,U001230,D03951,2025-05-29,10,32,2,5
S0000627,U000528,D00272,2025-11-20,5,12,7,4
S0000628,U008080,D04331,2025-02-14,15,4,6,4
S0000629,U000085,D00655,2025-04-24,7,6,5,4
S0000630,U002820,D01965,2025-12-11,18,32,9,4
S0000631,U000800,D01863,2025-08-22,9,16,14,3
S0000632,U003215,D01906,2025-07-08,16,14,10,0
S0000633,U007904,D00031,2025-08-31,17,24,4,0
S0000634,U001787,D02786,2025-09-11,0,4,13,1
S0000635,U001995,D00884,2025-02-03,6,2,18,5
S0000636,U009814,D01830,2025-03-11,16,31,10,0
S0000637,U008682,D01104,2025-02-22,13,31,8,5
S0000638,U007142,D04515,2025-03-01,17,32,19,3
S0000639,U000248,D04813,2025-07-23,23,26,1,1
S0000640,U002965,D03267,2025-01-07,14,2,6,2
S0000641,U002814,D04356,2025-03-15,18,31,6,3
S0000642,U006015,D04702,2025-01-23,18,44,1,5
S0000643,U009794,D03681,2025-03-29,22,15,13,1
S0000644,U003717,D02568,2025-10-27,15,5,14,5
S0000645,U008666,D02727,2025-06-20,23,26,13,3
S0000646,U009603,D04854,2025-12-04,2,43,8,2
S0000647,U005386,D02631,2025-10-11,7,20,6,1
S0000648,U000503,D00924,2025-01-20,20,11,1,1
S0000649,U006722,D04223,2025-04-15,23,34,16,4
S0000650,U007575,D04261,2025-04-06,13,7,14,4
S0000651,U009610,D02328,2025-03-25,5,38,3,1
S0000652,U003764,D00750,2025-09-25,18,41,13,3
S0000653,U009882,D02698,2025-06-05,22,36,7,5
S0000654,U007484,D02147,2025-11-26,5,7,5,3
S0000655,U003063,D04493,2025-03-21,23,3,17,2
S0000656,U008660,D03962,2025-01-23,15,20,10,1
S0000657,U009415,D04997,2025-09-23,14,35,11,3
S0000658,U005576,D01895,2025-09-15,19,34,15,3
S0000659,U001316,D01945,2025-08-03,1,27,9,5
S0000660,U009695,D01933,2025-11-26,11,4,11,4
S0000661,U001718,D03693,2025-11-26,16,13,10,5
S0000662,U002612,D00027,2025-07-29,20,34,15,4
S0000663,U006649,D02785,2025-09-08,22,4,4,1
S0000664,U009500,D01728,2025-02-16,13,42,20,0
S0000665,U003611,D04189,2025-05-01,0,45,20,5
S0000666,U000253,D03680,2025-01-12,2,16,1,0
S0000667,U000623,D04582,2025-05-14,8,26,11,2
S0000668,U007217,D01698,2025-10-10,22,25,5,1
S0000669,U002842,D03023,2025-07-07,10,36,6,2
S0000670,U002603,D03569,2025-09-21,17,17,8,2
S0000671,U002218,D04745,2025-09-26,6,20,11,4
S0000672,U003725,D00545,2025-02-19,16,45,12,1
S0000673,U000187,D02201,2025-05-31,9,16,3,2
S0000674,U008156,D00602,2025-01-13,23,14,6,3
S0000675,U002467,D00426,2025-06-22,21,11,19,0
S0000676,U004331,D03740,2025-11-29,2,29,16,1
S0000677,U009416,D00606,2025-09-11,6,13,15,1
S0000678,U008904,D01387,2025-02-21,18,1,5,2
S0000679,U002917,D03558,2025-06-21,15,5,2,0
S0000680,U007344,D02453,2025-09-18,18,12,15,0
S0000681,U000274,D01522,2025-06-26,18,9,3,1
S0000682,U000720,D03614,2025-10-25,2,30,6,5
S0000683,U003482,D01122,2025-12-06,5,9,18,5
S0000684,U000520,D01561,2025-01-28,5,42,10,3
S0000685,U001012,D01143,2025-09-18,5,27,9,1
S0000686,U003330,D02761,2025-05-11,18,12,8,2
S0000687,U005877,D03354,2025-12-09,11,41,4,5
S0000688,U008322,D03974,2025-09-05,19,42,5,5
S0000689,U004779,D03385,2025-03-18,7,14,13,0
S0000690,U004345,D04967,2025-02-07,22,36,9,3
S0000691,U005874,D04300,2025-08-31,5,19,20,5
S0000692,U006838,D04498,2025-06-29,4,35,5,0
S0000693,U006331,D04272,2025-09-02,11,29,2,4
S0000694,U003998,D00430,2025-08-27,20,13,14,5
S0000695,U000714,D04854,2025-10-04,18,14,1,3
S0000696,U004782,D04755,2025-09-22,11,9,6,2
S0000697,U006568,D03381,2025-08-27,8,41,14,2
S0000698,U006684,D00719,2025-01-16,13,44,5,5
S0000699,U005144,D03583,2025-07-24,15,24,7,2
S0000700,U001682,D01061,2025-11-20,23,36,14,1
S0000701,U006705,D04917,2025-02-03,7,10,19,0
S0000702,U004764,D00224,2025-04-21,10,25,13,3
S0000703,U006080,D03461,2025-10-01,22,13,1,4
S0000704,U000174,D04236,2025-08-27,12,16,3,2
S0000705,U001259,D04166,2025-05-17,19,4,7,3
S0000706,U003829,D01376,2025-02-28,18,7,19,1
S0000707,U000183,D01992,2025-12-22,3,22,20,3
S0000708,U001768,D02022,2025-10-11,3,26,14,2
S0000709,U002052,D03986,2025-08-02,4,45,6,4
S0000710,U009484,D04379,2025-10-19,1,14,11,0
S0000711,U008110,D00005,2025-08-13,20,36,7,4
S0000712,U006739,D00144,2025-07-01,3,8,7,4
S0000713,U005125,D04678,2025-05-11,23,1,10,3
S0000714,U001631,D00727,2025-07-28,0,30,7,5
S0000715,U000079,D03000,2025-05-16,18,27,19,1
S0000716,U009658,D02144,2025-03-08,11,33,19,4
S0000717,U007367,D03280,2025-01-04,2,40,19,0
S0000718,U002320,D02978,2025-06-01,14,34,2,0
S0000719,U009708,D00289,2025-04-27,0,15,7,4
S0000720,U004108,D04212,2025-12-07,0,24,16,5
S0000721,U006372,D00920,2025-11-14,5,9,4,5
S0000722,U004777,D03222,2025-10-27,23,41,20,2
S0000723,U009573,D02172,2025-06-24,0,2,5,2
S0000724,U000128,D01004,2025-01-18,4,32,8,2
S0000725,U006941,D02317,2025-05-01,19,32,10,4
S0000726,U001128,D03368,2025-09-24,1,9,12,0
S0000727,U000419,D03618,2025-08-25,7,7,3,3
S0000728,U004605,D03437,2025-10-01,0,8,20,0
S0000729,U004449,D04116,2025-05-20,23,33,8,4
S0000730,U006693,D04526,2025-10-08,17,29,19,1
S0000731,U007493,D01043,2025-01-09,2,33,8,1
S0000732,U008689,D00546,2025-09-15,1,6,9,4
S0000733,U001728,D01910,2025-10-16,8,34,17,0
S0000734,U001761,D01397,2025-01-08,18,35,2,1
S0000735,U008007,D00645,2025-01-13,2,8,5,1
S0000736,U000672,D00980,2025-07-05,4,20,1,2
S0000737,U009105,D01815,2025-08-10,12,17,6,0
S0000738,U005365,D01705,2025-08-22,14,11,20,4
S0000739,U001701,D01664,2025-11-23,11,21,6,3
S0000740,U008090,D00117,2025-07-15,0,2,6,0
S0000741,U000475,D03506,2025-05-22,15,44,6,4
S0000742,U006834,D01582,2025-10-19,11,29,12,5
S0000743,U005414,D04637,2025-10-22,5,35,12,0
S0000744,U009890,D02941,2025-07-09,6,39,8,1
S0000745,U002962,D00393,2025-05-11,16,17,18,1
S0000746,U009936,D03956,2025-03-29,3,32,14,5
S0000747,U009688,D03632,2025-01-12,3,39,3,3
S0000748,U002339,D02832,2025-10-13,3,3,10,1
S0000749,U002318,D04899,2025-05-22,6,4,2,4
S0000750,U006166,D00281,2025-05-14,3,42,11,1
S0000751,U003543,D03838,2025-10-15,8,33,2,2
S0000752,U002790,D00171,2025-05-03,10,9,13,5
S0000753,U006165,D04981,2025-09-11,0,21,11,1
S0000754,U006856,D00632,2025-08-08,2,28,16,3
S0000755,U005107,D00755,2025-01-01,16,4,6,3
S0000756,U009812,D03614,2025-02-03,3,4,3,2
S0000757,U000723,D00802,2025-04-02,10,23,16,3
S0000758,U005850,D02603,2025-05-21,12,4,12,5
S0000759,U007456,D02303,2025-01-01,1,1,9,3
S0000760,U000672,D00282,2025-06-22,23,1,11,2
S0000761,U005589,D04978,2025-03-10,15,1,8,0
S0000762,U007085,D01497,2025-02-13,4,3,5,4
S0000763,U009013,D04395,2025-04-26,13,39,5,4
S0000764,U006373,D02968,2025-08-07,20,25,3,4
S0000765,U006265,D03151,2025-10-02,9,23,4,4
S0000766,U001426,D03588,2025-12-04,9,3,11,2
S0000767,U001036,D02197,2025-03-27,12,8,13,2
S0000768,U008143,D03630,2025-10-21,16,6,10,3
S0000769,U009778,D01246,2025-04-19,15,33,2,2
S0000770,U007971,D02525,2025-11-18,12,13,14,4
S0000771,U003756,D00322,2025-10-14,17,34,6,0
S0000772,U000790,D01476,2025-12-27,16,20,5,0
S0000773,U008288,D03950,2025-10-14,21,41,11,1
S0000774,U001436,D02713,2025-09-21,14,3,20,2
S0000775,U009355,D02490,2025-08-02,2,22,12,5
S0000776,U005054,D03071,2025-11-17,18,31,1,5
S0000777,U009963,D03463,2025-02-03,5,12,17,3
S0000778,U003760,D02854,2025-02-28,1,36,1,1
S0000779,U002694,D03889,2025-08-21,0,31,4,1
S0000780,U004698,D00636,2025-01-04,23,12,19,3
S0000781,U006920,D04458,2025-09-10,13,36,17,3
S0000782,U008731,D04431,2025-03-30,22,17,10,2
S0000783,U009538,D04002,2025-03-09,8,5,16,0
S0000784,U001182,D03850,2025-01-26,3,21,13,0
S0000785,U006289,D04088,2025-01-28,11,8,20,3
S0000786,U007212,D04458,2025-04-05,21,27,12,1
S0000787,U001674,D02415,2025-07-18,2,6,9,5
S0000788,U003618,D04134,2025-03-06,14,11,15,5
S0000789,U008768,D04005,2025-09-10,15,18,14,2
S0000790,U000588,D01891,2025-09-08,23,17,20,5
S0000791,U008496,D03071,2025-06-23,3,26,8,3
S0000792,U000941,D00075,2025-05-20,8,17,14,0
S0000793,U007773,D04107,2025-04-04,15,16,12,4
S0000794,U009652,D00353,2025-04-04,5,7,6,2
S0000795,U005860,D03621,2025-11-18,1,45,15,1
S0000796,U006064,D03451,2025-04-12,14,20,13,4
S0000797,U002919,D02857,2025-06-29,8,35,19,2
S0000798,U007527,D04420,2025-10-22,3,35,11,4
S0000799,U001241,D04657,2025-10-20,14,9,19,1
S0000800,U000740,D03018,2025-10-14,15,4,10,5
S0000801,U004913,D03338,2025-01-15,14,21,18,2
S0000802,U005910,D01497,2025-04-06,22,41,11,0
S0000803,U005631,D03783,2025-09-03,12,33,18,1
S0000804,U001820,D01884,2025-06-22,16,42,5,1
S0000805,U007925,D00799,2025-05-23,1,16,9,5
S0000806,U002165,D03163,2025-02-18,17,9,16,4
S0000807,U008742,D04991,2025-03-01,11,9,6,3
S0000808,U007474,D00809,2025-02-13,14,1,5,1
S0000809,U002322,D01381,2025-12-05,18,44,14,4
S0000810,U009142,D04909,2025-02-10,8,35,10,1
S0000811,U009940,D01181,2025-08-18,5,15,6,3
S0000812,U007787,D00802,2025-07-25,11,32,18,1
S0000813,U006792,D02507,2025-12-28,18,29,4,4
S0000814,U004171,D00859,2025-11-08,20,34,18,2
S0000815,U007527,D02399,2025-02-15,20,22,12,5
S0000816,U002750,D01341,2025-06-27,13,13,14,1
S0000817,U006829,D00800,2025-11-20,8,29,7,3
S0000818,U004504,D03910,2025-05-13,18,5,19,4
S0000819,U006257,D02534,2025-07-01,16,15,20,4
S0000820,U007380,D04651,2025-05-06,19,27,11,3
S0000821,U009842,D01365,2025-02-20,14,8,15,5
S0000822,U006469,D02626,2025-09-15,12,44,19,4
S0000823,U001660,D00208,2025-03-07,7,26,1,3
S0000824,U002737,D02937,2025-03-05,6,7,12,5
S0000825,U005861,D01132,2025-08-05,23,31,1,4
S0000826,U006483,D02377,2025-11-22,1,32,10,3
S0000827,U000329,D04461,2025-10-16,9,23,18,1
S0000828,U000193,D02732,2025-07-03,13,40,15,3
S0000829,U002945,D04171,2025-11-08,23,2,19,2
S0000830,U007559,D04272,2025-07-14,1,2,11,4
S0000831,U007794,D04527,2025-02-11,2,26,16,3
S0000832,U000752,D04572,2025-01-05,6,5,7,5
S0000833,U009543,D01029,2025-09-10,22,15,7,2
S0000834,U006591,D03539,2025-05-23,4,40,8,5
S0000835,U003658,D01729,2025-07-12,5,41,11,3
S0000836,U006973,D03920,2025-05-20,0,18,17,4
S0000837,U001964,D00929,2025-03-22,10,8,7,3
S0000838,U007851,D01734,2025-05-20,8,10,18,2
S0000839,U002624,D03659,2025-06-06,19,2,20,1
S0000840,U007698,D03173,2025-04-02,9,10,11,1
S0000841,U006391,D00878,2025-09-18,20,13,8,1
S0000842,U001811,D02749,2025-03-09,20,11,14,2
S0000843,U006321,D04331,2025-01-08,0,31,12,1
S0000844,U009581,D03788,2025-08-28,17,11,10,0
S0000845,U008903,D00685,2025-07-24,15,33,1,2
S0000846,U009508,D01778,2025-08-17,3,21,9,3
S0000847,U005070,D03993,2025-03-27,20,21,19,3
S0000848,U004383,D04622,2025-02-02,22,16,13,5
S0000849,U000651,D02315,2025-12-08,10,16,8,5
S0000850,U006114,D02879,2025-12-23,18,19,12,4
S0000851,U001000,D00058,2025-01-29,18,35,3,0
S0000852,U004054,D03641,2025-03-28,3,36,19,4
S0000853,U000471,D01771,2025-07-26,11,4,2,5
S0000854,U004278,D03398,2025-12-13,2,29,17,4
S0000855,U006008,D02578,2025-10-06,14,12,16,1
S0000856,U006305,D00043,2025-07-02,7,18,20,5
S0000857,U007214,D02120,2025-05-14,2,44,1,2
S0000858,U006792,D03753,2025-02-26,20,38,8,0
S0000859,U007031,D01334,2025-09-27,14,13,15,4
S0000860,U008034,D01000,2025-12-20,3,13,5,0
S0000861,U001196,D04450,2025-04-04,17,6,20,5
S0000862,U004685,D02108,2025-09-11,4,38,17,2
S0000863,U005838,D03743,2025-10-12,13,44,11,1
S0000864,U005359,D03523,2025-11-28,8,14,7,0
S0000865,U006961,D02630,2025-08-06,12,34,15,4
S0000866,U004281,D04584,2025-02-24,15,39,6,2
S0000867,U007754,D03587,2025-03-06,3,10,9,3
S0000868,U004086,D04136,2025-07-20,13,10,18,1
S0000869,U006981,D00958,2025-10-16,22,13,18,0
S0000870,U005326,D00888,2025-06-03,6,43,13,5
S0000871,U006909,D03101,2025-06-08,12,29,18,4
S0000872,U006158,D02455,2025-10-11,10,12,15,4
S0000873,U008817,D00092,2025-04-14,7,27,6,3
S0000874,U002207,D02458,2025-02-02,3,6,5,4
S0000875,U001045,D02772,2025-11-05,10,26,9,1
S0000876,U008434,D00192,2025-06-23,15,10,1,2
S0000877,U008393,D04424,2025-06-30,6,31,18,3
S0000878,U009606,D00964,2025-06-28,13,16,5,2
S0000879,U004934,D03862,2025-02-22,16,25,9,2
S0000880,U007966,D00156,2025-02-28,12,43,15,4
S0000881,U006183,D01695,2025-04-25,20,5,7,1
S0000882,U006604,D03894,2025-05-29,9,15,15,2
S0000883,U001305,D03875,2025-04-17,15,22,14,2
S0000884,U000228,D03784,2025-11-09,10,39,9,1
S0000885,U003983,D00228,2025-01-24,11,12,18,2
S0000886,U007258,D00790,2025-02-06,3,11,8,3
S0000887,U003092,D00597,2025-02-03,22,29,1,1
S0000888,U004556,D00790,2025-05-13,19,35,17,4
S0000889,U001710,D00870,2025-12-20,21,33,5,4
S0000890,U007532,D04237,2025-02-12,16,13,7,2
S0000891,U004987,D03022,2025-04-17,17,43,3,1
S0000892,U005986,D04758,2025-04-28,10,38,19,2
S0000893,U008017,D02363,2025-07-07,5,39,20,5
S0000894,U001076,D00114,2025-05-24,10,6,20,4
S0000895,U002653,D04821,2025-09-25,16,16,8,1
S0000896,U002633,D02865,2025-10-16,22,32,7,3
S0000897,U002250,D01140,2025-03-14,13,5,11,3
S0000898,U006901,D04497,2025-01-19,22,22,10,2
S0000899,U007579,D03516,2025-07-27,9,15,5,2
S0000900,U006141,D01573,2025-03-30,17,17,3,3
S0000901,U008186,D00083,2025-01-21,17,16,20,0
S0000902,U008696,D00700,2025-02-16,6,28,11,5
S0000903,U004028,D04530,2025-08-03,20,4,17,0
S0000904,U002252,D00840,2025-08-15,7,24,16,4
S0000905,U004917,D01706,2025-08-09,20,23,15,5
S0000906,U008853,D01161,2025-12-24,13,30,9,2
S0000907,U008300,D00252,2025-03-30,13,42,11,2
S0000908,U006359,D03982,2025-01-13,1,17,15,5
S0000909,U005783,D00007,2025-02-08,18,12,11,0
S0000910,U005976,D02080,2025-09-08,3,1,3,5
S0000911,U009066,D02666,2025-04-16,20,5,11,2
S0000912,U004337,D03844,2025-09-26,13,25,16,5
S0000913,U002570,D04392,2025-12-31,15,1,5,3
S0000914,U000922,D01401,2025-06-24,4,24,2,3
S0000915,U004208,D01796,2025-08-17,20,16,5,0
S0000916,U006748,D02501,2025-01-20,19,42,15,1
S0000917,U006721,D00661,2025-03-16,0,33,20,5
S0000918,U003782,D02494,2025-08-13,17,24,3,3
S0000919,U005788,D03219,2025-03-04,6,24,5,5
S0000920,U001324,D04135,2025-09-01,5,19,11,4
S0000921,U003513,D00303,2025-06-10,6,28,6,0
S0000922,U004804,D04683,2025-07-21,6,41,5,3
S0000923,U009773,D02267,2025-09-14,1,6,15,1
S0000924,U003639,D02686,2025-04-05,18,7,20,4
S0000925,U003449,D02076,2025-05-08,11,26,11,4
S0000926,U005671,D04101,2025-09-09,17,35,11,0
S0000927,U005925,D04839,2025-09-24,12,15,6,1
S0000928,U001907,D01206,2025-05-05,7,42,15,5
S0000929,U004256,D01917,2025-03-08,21,27,3,4
S0000930,U002601,D02124,2025-10-27,16,43,10,0
S0000931,U007314,D00292,2025-02-07,17,10,1,5
S0000932,U001895,D04339,2025-09-27,6,33,8,0
S0000933,U005228,D02207,2025-04-13,10,6,19,5
S0000934,U000740,D01277,2025-01-22,11,13,17,1
S0000935,U004584,D04181,2025-01-26,19,23,10,2
S0000936,U003494,D02039,2025-06-23,22,16,18,5
S0000937,U003850,D01367,2025-07-31,0,28,19,5
S0000938,U003401,D00895,2025-07-03,13,10,5,0
S0000939,U002427,D01173,2025-11-07,13,26,3,0
S0000940,U005993,D04634,2025-02-08,4,17,10,4
S0000941,U002203,D01880,2025-12-04,23,28,14,2
S0000942,U008119,D02885,2025-02-25,11,41,3,5
S0000943,U007841,D02987,2025-07-22,15,35,7,4
S0000944,U008379,D01479,2025-06-10,8,4,10,1
S0000945,U001766,D03540,2025-12-31,18,12,16,2
S0000946,U000415,D04398,2025-02-09,16,18,20,4
S0000947,U001852,D01714,2025-10-12,2,11,3,0
S0000948,U001335,D04975,2025-11-09,22,19,13,1
S0000949,U004514,D03147,2025-01-04,20,16,2,1
S0000950,U003042,D02138,2025-06-19,19,44,14,2
S0000951,U001021,D04122,2025-01-16,19,4,16,3
S0000952,U003004,D00361,2025-04-23,1,14,18,3
S0000953,U003280,D01135,2025-02-18,23,17,18,4
S0000954,U002286,D00257,2025-03-09,5,13,13,4
S0000955,U006717,D00228,2025-11-17,1,7,6,0
S0000956,U003619,D02407,2025-12-22,1,12,20,2
S0000957,U001503,D00415,2025-07-11,23,19,12,4
S0000958,U000065,D02488,2025-12-17,17,9,13,0
S0000959,U003428,D01275,2025-08-14,15,38,3,5
S0000960,U001010,D03470,2025-12-15,19,30,8,5
S0000961,U001902,D01131,2025-01-22,19,36,4,0
S0000962,U003307,D03462,2025-01-06,13,21,14,1
S0000963,U006443,D02785,2025-08-06,22,43,2,3
S0000964,U003467,D02858,2025-06-18,9,42,20,0
S0000965,U008976,D00743,2025-07-30,4,13,4,2
S0000966,U003340,D03208,2025-11-09,3,18,10,4
S0000967,U008901,D01510,2025-03-03,13,33,13,3
S0000968,U006044,D04220,2025-05-24,20,32,4,4
S0000969,U007403,D04213,2025-07-09,12,23,18,2
S0000970,U008642,D01136,2025-10-02,11,40,1,3
S0000971,U009233,D04694,2025-06-26,13,10,13,2
S0000972,U002404,D04873,2025-07-17,23,10,1,2
S0000973,U000647,D02096,2025-06-03,7,42,17,1
S0000974,U003935,D04553,2025-06-24,16,30,18,4
S0000975,U000707,D04802,2025-12-15,22,38,19,4
S0000976,U001561,D03097,2025-08-07,21,42,20,5
S0000977,U004959,D02423,2025-11-16,11,36,1,5
